survdate,camp,zone,wsconst,respondentsex,respondentage,hhhead,hhsize,chhhsize,maleless18,male1860,malemore60,femaleless18,female1860,femalemore60,psn,psncat_1,psncat_2,psncat_3,psncat_4,psncat_5,psncat_6,psncat_7,education,countryoforigin,source,sourceunav,sourceunavdays,a_source_2,sourceotheract_1,sourceotheract_2,sourceotheract_3,sourceotheract_4,sourceotheract_5,sourceotheract_6,sourceotheract_7,sourceotheract_8,sourceotheract_9,sourceotheract_10,sourceotheract_11,sourceotheract_96,sourceotheract_98,container,x_tot_vol_collected_potable,xtot_coll_potaprot,x_tot_vol_collected_all,x_tot_container_clean,x_percent_container_clean,x_tot_vol_storage,x_avg_vol_collected_potable,potaprot,x_avg_vol_collected_all,storage,addstoragecont,addstoragecont_type,timewater,x_dist_to_water_point_meters,timeatsource,timeatsourcereason,feelsafe,waterneeedscovered,reasonnotcovered,unsafewater,watercollector_1,watercollector_2,watercollector_3,watercollector_4,watercollector_98,payforwater,cleanfreq,cleanhow_1,cleanhow_2,cleanhow_3,cleanhow_4,cleanhow_5,cleanhow_96,cleanhow_98,washplatform,washplatformuse,washplatformusenot,hwtssampleq,hwtscontainermethod,waterquality,hwtsmakepotable,presencesoap,originsoap_1,originsoap_2,originsoap_3,originsoap_4,originsoap_96,soapusage_1,soapusage_2,soapusage_3,soapusage_4,soapusage_5,soapusage_6,soapusage_96,reasonnosoap,soapreplacer,washhandstime_1,washhandstime_2,washhandstime_3,washhandstime_4,washhandstime_5,washhandstime_6,washhandstime_96,washhandstime_98,washhandswhy_1,washhandswhy_2,washhandswhy_3,washhandswhy_4,washhandswhy_5,washhandswhy_6,washhandswhy_7,washhandswhy_98,washhandsbfeat,washhandsbfeatmat,washhandsbfeatmeth,washhandsbfeatsharebowl,washhandsaflatmat,washdevice,typewashdevice,waterdevice,soapdevice,keymessagesaware,defecateadults,defecatechildren,faeceschildren,defecatebush,defecatebushreason,cleaninglatrine,cleaninglatrinewho_1,cleaninglatrinewho_2,cleaninglatrinewho_3,cleaninglatrinewho_4,cleaninglatrinewho_98,cleaninglatrinematerials,psnlatrineneeds,psnlatrineaccess,latrinetype,latrineused,psnactualaccess,superstructure,toiletslab,latrinefull,latrineclean,opendefecation,latrinelid,handwashstation,waterhandwashstation,soaphandwashstation,bathingfacility,bathingfacilitysatisf,bathingwhere,domesticwaste,domesticwaste_dist,courtclean,abnormalvectors_1,abnormalvectors_2,abnormalvectors_3,abnormalvectors_4,abnormalvectors_96,abnormalvectors_0,courtcleanfrequence,commmeans_1,commmeans_2,commmeans_3,commmeans_4,commmeans_5,commmeans_6,commmeans_7,commmeans_96,commmeans_how,visitchw,commmeeting,ableread,haveradio,havemobile,distrib,nblessfivediarrhea,nbmorefivediarrhea,diarrheawho_1,diarrheawho_2,diarrheawho_3,diarrheawho_4,diarrheawho_96,diarrheadays,diarrheaaction_0,diarrheaaction_1,diarrheaaction_2,diarrheaaction_3,diarrheaaction_4,diarrheaaction_5,diarrheaaction_6,diarrheaaction_7,diarrheaaction_8,diarrheaaction_96,knowledgeors,knowledgesss,illnesscatch_1,illnesscatch_2,illnesscatch_3,illnesscatch_4,illnesscatch_5,illnesscatch_6,illnesscatch_96,illnesscatch_98,illnessprevent_1,illnessprevent_3,illnessprevent_4,illnessprevent_5,illnessprevent_6,illnessprevent_7,illnessprevent_8,illnessprevent_9,illnessprevent_10,illnessprevent_11,illnessprevent_12,illnessprevent_13,illnessprevent_14,illnessprevent_96,illnessprevent_98,nbwomenreprod,interview_woman,consent_menstrual,periodmaterialopt_1,periodmaterialopt_2,periodmaterialopt_3,periodmaterialopt_4,periodmaterialopt_5,periodmaterialopt_6,periodmaterialopt_7,periodmaterialopt_8,periodmaterialopt_96,periodmaterialopt_0,periodmaterialprefered,periodprivhome,periodprivworkschool,toiletpapermhm,womenmhmdisposal,womenmhmdispwash,womenmhmdispsoap,periodmaterialoptbefo_1,periodmaterialoptbefo_2,periodmaterialoptbefo_3,periodmaterialoptbefo_4,periodmaterialoptbefo_5,periodmaterialoptbefo_6,periodmaterialoptbefo_7,periodmaterialoptbefo_0,periodmaterialoptbefo_96,periodmaterialoptbefo_8,womenmhmtaught,womenmhmtaughtwho,womenmhmtaughtenough,femalechildren,femalechildrentaught,femalechildrentaughtage,femalechildrenteach,femalechildrenteachage,femalechildrenteachwho,womenmhmsatisfaction,calc_menstrual_hygiene,experiencedharassment,experiencedharassmentwhere,consentgps,surv_weight
2021-04-23,Nduta Camp,3,Yes,Female,Female 18 to 59 years,Female headed,4,0.25,0.25,0,0,0,0.25,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,60,0,NA,0,15,0,15,0,No,NA,2,160,Less than 10 Minutes,NA,Yes,Yes,NA,No,1,0,0,0,0,No,At least once a week,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers did not touch the water),Unpleasant smell,"No, we do not treat it before drinking",Yes,0,0,0,1,0,1,0,1,0,0,0,0,NA,Water only,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Open defecation,Collected and disposed in latrine,No,NA,No regular interval,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,No,1,0,0,0,0,0,Daily,0,0,0,0,0,0,1,0,Theatre/Dance Groups,No,No,"No, cannot read",No,No,No,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,Yes,No,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,1,0,0,0,0,0,0,0,0,No,Yes,Not applicable,No,Wash/reuse,Water and soap,Regular (non- medicated) soap,0,1,0,0,0,0,0,0,0,0,No,NA,NA,Yes,No,NA,Yes,3,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,1,Yes,Female,Female 18 to 59 years,Female headed,6,0.5,0.5,0.16666666666666700,0,0.3333333333333330,0.16666666666666700,0,No,NA,NA,NA,NA,NA,NA,NA,Primary/Basic,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,60,1,100,20,10,10,10,3.3,No,NA,6,480,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,Every time we use them,1,0,1,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers did not touch the water),Very good,"No, we do not treat it before drinking",Yes,0,0,0,1,0,1,1,1,0,0,0,0,NA,Water only,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,No,Yes,No,Yes,No,NA,NA,Have a designated shower/bathing facility,Yes,NA,Undesignated open area,2,No,1,0,0,0,0,0,Daily,0,1,0,0,0,0,0,0,SMS,No,No,"Yes, but with difficulty",No,No,No,2,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,No,No,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Yes,0,0,1,0,0,0,0,0,0,0,"Yes, Reusable pad",No,Not applicable,No,In the latrine,NA,NA,1,0,1,0,0,0,0,0,0,0,No,NA,NA,Yes,No,NA,Yes,3,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,1,Yes,Female,Female 60+ years,Female headed,2,0,0,0,0.5,0,0.5,0.5,Yes,1,0,0,0,0,0,0,None,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,3,160,0,160,0,NA,0,80,0,80,0,No,NA,5,400,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,No,0,0,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers did not touch the water),Very good,"No, we do not treat it before drinking",Yes,0,0,0,1,0,1,1,1,0,0,0,0,NA,Sand,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By dipping them into a bowl of water,No,Water and soap,No,NA,NA,NA,No,Household latrine,NA,NA,No,NA,Daily,0,0,1,0,0,Do not have any,Yes,Yes,Pit latrine,Yes,Yes,Bricks,Concrete,No,No,No,No,No,NA,NA,Have a designated shower/bathing facility,Yes,NA,Undesignated open area,2,No,1,0,0,0,0,0,More than one time in a week,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,1,Yes,Female,Female 18 to 59 years,Female headed,5,0.4,0.2,0.2,0,0,0.2,0,Yes,0,0,0,0,0,1,0,Primary/Basic,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,60,0,NA,0,12,0,12,0,No,NA,7,560,Less than 10 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers did not touch the water),Very good,"No, we do not treat it before drinking",Yes,0,0,0,1,0,1,1,1,0,0,0,0,NA,Water only,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water only,By dipping them into a bowl of water,No,Water only,No,NA,NA,NA,No,Household latrine,Open defecation,Collected and disposed in latrine,No,NA,No regular interval,1,0,0,0,0,Do not have any,Yes,Yes,Pit latrine,Yes,Yes,Plastic sheeting,Concrete,No,Yes,No,Yes,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Undesignated open area,2,Yes,1,0,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"Yes, but with difficulty",No,Yes,No,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,No,No,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,1,0,0,0,0,0,0,0,0,No,No,Not applicable,No,In the latrine,NA,NA,0,0,1,0,0,0,0,0,0,0,No,NA,NA,Yes,No,NA,Yes,4,Mother,Average,0,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,7,0.2857142857142860,0.14285714285714300,0.14285714285714300,0,0.2857142857142860,0.14285714285714300,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Shallow well,1,0,0,0,0,0,0,0,0,0,0,0,0,4,70,40,70,2,50,20,10,5.7,10,2.8,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant smell,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,Yes,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,Yes,0,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,1,0,0,0,0,0,0,0,0,"Yes, Reusable cloth",Yes,Yes,Yes,In the latrine,NA,NA,0,0,1,0,0,0,0,0,0,0,No,NA,NA,Yes,Yes,3,NA,NA,NA,Bad,0,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,5,0.4,0.2,0.2,0,0.2,0.2,0,Yes,0,0,1,0,0,0,0,Primary/Basic,Other,Public tap/standpipe,No,NA,Shallow well,1,0,0,0,0,0,0,0,0,0,0,0,0,4,70,0,70,1,25,0,14,0,14,0,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant smell,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,No,No,Pit latrine,No,NA,Bricks,Concrete,Yes,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,No,0,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"Yes, but with difficulty",No,No,No,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Yes,0,1,0,0,0,0,0,0,0,0,No,Yes,Yes,No,In the latrine,NA,NA,0,1,0,0,0,0,0,0,0,0,No,NA,NA,Yes,Yes,2,NA,NA,NA,Bad,0,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,8,Yes,Male,Male 18 to 59 years,Male headed,3,0.3333333333333330,0,0.3333333333333330,0,0,0.3333333333333330,0,No,NA,NA,NA,NA,NA,NA,NA,None,Burundi,Public tap/standpipe,No,NA,Shallow well,1,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,95,3,60,0,31.6,0,31.6,0,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Can't afford to buy enough,No,0,1,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant smell,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Weekly,0,1,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,Yes,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,Yes,0,1,0,0,0,0,More than one time in a week,0,1,0,0,0,0,0,0,Home visits from CHWs,Don’t know,No,"Yes, but with difficulty",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,8,Yes,Female,Female 18 to 59 years,Female headed,6,0.3333333333333330,0.16666666666666700,0.16666666666666700,0,0.16666666666666700,0.16666666666666700,0,No,NA,NA,NA,NA,NA,NA,NA,Secondary,Burundi,Public tap/standpipe,No,NA,Shallow well,1,0,0,0,0,0,0,0,0,0,0,0,0,4,140,30,140,2,50,10,23.3,5,23.3,1.6,No,NA,1,80,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,At least once a week,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant smell,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water only,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,Yes,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,Yes,0,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"Yes, but with difficulty",No,No,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,8,Yes,Male,Female 18 to 59 years,Male headed,2,0,0,0.5,0,NA,0.5,0,No,NA,NA,NA,NA,NA,NA,NA,Primary/Basic,Burundi,Public tap/standpipe,No,NA,"Bottled water, water sachets",1,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,50,0,NA,0,25,0,25,0,No,NA,1,80,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,0,1,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,No,Mim in bachela,No (water unavailable),NA,Unpleasant taste,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,NA,NA,No,NA,Daily,0,1,0,0,0,Do not have any,NA,NA,Flush or pour/flush toilet,Yes,NA,Bricks,Concrete,No,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,No,0,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,11,0.2727272727272730,0.36363636363636400,0.2727272727272730,0,0.09090909090909090,0.09090909090909090,0,No,NA,NA,NA,NA,NA,NA,NA,Primary/Basic,Burundi,Public tap/standpipe,No,NA,Water seller/kiosks,1,0,0,0,0,0,0,0,0,0,0,0,0,5,200,0,200,3,60,0,18.1,0,18.1,0,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant taste,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,Yes,Basin or bucket,No,No,No,Household latrine,Household latrine,NA,No,NA,Monthly,1,0,0,0,0,Do not have any,NA,NA,Flush or pour/flush toilet,Yes,NA,Bricks,Concrete,No,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,No,1,0,1,0,1,0,Daily,0,1,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,No,No,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,NA,Yes,Male,Male 18 to 59 years,Female headed,6,0.16666666666666700,0.5,0.16666666666666700,0,0.3333333333333330,0.16666666666666700,0,No,NA,NA,NA,NA,NA,NA,NA,None,Other,Public tap/standpipe,No,NA,"Bottled water, water sachets",1,0,0,0,0,0,0,0,0,0,0,0,0,4,130,0,130,4,100,0,21.6,0,21.6,0,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,1,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Unpleasant taste,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,Yes,NA,Bricks,Concrete,Yes,Yes,No,No,No,NA,NA,Do not have a designated bathing facility,NA,Bathing outside during the night,Household pit,2,Yes,0,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,"No, cannot read",No,No,No,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,45.9368421052632
2021-04-27,Nduta Camp,8,Yes,Female,Female 18 to 59 years,Female headed,NA,0.14285714285714300,0.42857142857142900,0.14285714285714300,0,0.2857142857142860,0.14285714285714300,0,No,NA,NA,NA,NA,NA,NA,NA,Primary/Basic,Other,Public tap/standpipe,No,NA,Protected spring,1,0,0,0,0,0,0,0,0,0,0,0,0,3,110,0,110,3,100,0,NA,NA,NA,0,No,NA,2,160,10 to 30 Minutes,NA,Yes,No,Don't have enough storage containers,No,1,0,0,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,No (water unavailable),NA,Very good,"No, we do not treat it before drinking",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran out of soap/Used it,Water only,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Household latrine,NA,No,NA,Daily,1,0,0,0,0,Do not have any,NA,NA,Pit latrine,No,NA,Bricks,Concrete,No,No,No,No,No,NA,NA,Do not have a designated bathing facility,NA,In my neighbor’s latrine (family latrine),Household pit,2,No,1,1,0,0,0,0,Daily,0,0,0,1,0,0,0,0,Home visits from CHWs,No,No,Yes easily,No,No,No,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,0,1,0,0,0,0,0,0,0,0,"Yes, Other",Yes,Yes,No,In the latrine,NA,NA,0,0,1,0,0,0,0,0,0,0,Yes,Teacher,Yes,Yes,Yes,2,NA,NA,NA,Average,0,No,NA,Yes,45.9368421052632
2021-04-23,Nduta Camp,NA,Yes,Female,Female 18 to 59 years,Female headed,9,0.1111111111111110,0.4444444444444440,0.1111111111111110,0,0.2222222222222220,0.1111111111111110,0,Yes,0,0,0,0,1,0,0,NA,Burundi,Public tap/standpipe,No,NA,Did not collect from another source,1,0,0,0,0,0,0,0,0,0,0,0,0,8,247,187,247,8,100,66,27.4,20.7,27.4,7.3,No,NA,1,80,Less than 10 Minutes,NA,Yes,Yes,NA,Yes,1,0,1,0,0,No,Every time we use them,1,0,0,0,0,0,0,Yes,Yes,NA,Yes,Cup dipped (fingers touched the water),Very good,"No, we do not treat it before drinking",Yes,0,0,0,1,0,1,0,0,0,0,1,0,NA,Ash,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Water and soap,By using running water (run-to-waste method),NA,Water and soap,No,NA,NA,NA,No,Household latrine,Open defecation,Collected and disposed in latrine,No,NA,Daily,1,0,0,0,0,Do not have any,No,No,Pit latrine,Yes,NA,Bricks,Concrete,Yes,No,No,No,No,NA,NA,Have a designated shower/bathing facility,No,NA,Undesignated open area,2,No,0,0,0,0,0,1,Daily,0,0,0,0,1,0,0,0,Community meetings,No,No,Yes easily,No,Yes,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,Yes,0,1,0,0,0,0,0,0,0,0,No,Yes,Not applicable,No,In the latrine,NA,NA,0,0,1,0,0,0,0,0,0,0,Yes,Mother,Yes,Yes,Yes,5,NA,NA,NA,Good,0,No,NA,Yes,45.9368421052632
